"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
12,2013-01-18,15,6,10,NA,4,7,14,0,590,1820," ",1,1,30.26,30.33,23.7056,2,27.0392
13,2013-01-18,13,-5,4,NA,-15,-3,25,0,590,1819," ",NA,1,24.3,30.16,4.63,23,10.186
14,2013-01-18,15,-4,5,7,-3,2,22,0,738,1744," ",1,1,28.89,30.33,20.5572,18,20.9276
15,2013-01-18,-7,-14,-11,-5,-20,-12,51,0,713,1640," ",1,1,29.88,30.31,10.9268,30,15.9272
16,2013-01-18,-2,-9,-6,NA,-19,-9,42,0,589,1819," ",NA,1,30.14,30.29,14.0752,32,17.594
17,2013-01-18,15,-5,5,NA,-4,1,24,0,588,1819," ",1,1,29.64,30.37,11.4824,19,11.4824
18,2013-01-18,17,0,8,2,-1,5,17,0,729,1747," ",1,1,29.85,30.4,12.2232,17,13.1492
19,2013-01-18,5,-10,-3,8,-7,-3,37,0,718,1646," ",76,284,29.28,30.11,27.2244,22,28.8912
20,2013-01-18,17,0,8,NA,-1,5,17,0,587,1818," ",1,1,29.65,30.39,7.9636,17,9.4452
1,2013-01-19,8,-6,1,NA,-8,-1,30,0,594,1822," ",NA,1,29.98,30.1,18.52,22,19.0756
2,2013-01-19,5,-9,-2,7,-8,-2,35,0,712,1645," ",1,1,29,30.09,30.9284,23,31.484
3,2013-01-19,18,1,9,14,0,6,15,0,732,1736," ",1,1,29.41,30.14,15.9272,20,18.3348
4,2013-01-19,20,5,12,3,5,8,10,0,727,1756,"BR",1,1,29.52,30.26,5.9264,20,7.0376
5,2013-01-19,NA,NA,NA,NA,NA,NA,NA,NA,708,1642," ",NA,NA,NA,NA,NA,NA,NA
6,2013-01-19,20,-2,9,1,3,6,15,0,727,1756,"BR",1,1,29.69,30.26,10.0008,21,10.7416
7,2013-01-19,17,3,10,NA,-2,4,14,0,592,1821," ",1,1,28.76,30.16,15.5568,20,19.446
8,2013-01-19,21,3,12,NA,7,10,10,1,591,1820," ",NA,1,29.88,NA,6.8524,19,7.5932
9,2013-01-19,5,-17,-6,NA,-9,-6,43,0,591,1820,"SN BR",NA,284,29.15,29.91,22.4092,29,27.0392
10,2013-01-19,17,9,13,NA,8,10,9,0,723,1752,"BR",NA,1,30.28,NA,22.7796,1,23.8908
11,2013-01-19,17,6,11,1,7,10,11,0,724,1752,"BR",1,1,30.29,30.31,12.964,3,14.0752
12,2013-01-19,16,9,12,NA,9,11,9,0,590,1820,"BR HZ",1,1,30.27,30.3,15.742,1,17.0384
13,2013-01-19,14,-5,4,NA,-16,-3,24,0,590,1819," ",NA,1,24.34,30.18,4.4448,15,5.9264
14,2013-01-19,17,1,9,14,0,5,15,0,737,1745," ",1,1,28.76,30.16,11.6676,21,16.2976
15,2013-01-19,5,-9,-2,10,-9,-4,36,0,713,1641," ",1,1,29.72,30.06,11.4824,18,12.5936
16,2013-01-19,9,-5,2,NA,-7,0,29,0,589,1819," ",NA,1,30.02,30.08,21.8536,22,22.7796
17,2013-01-19,18,0,9,NA,0,5,15,0,588,1819," ",1,1,29.47,30.18,8.5192,20,9.6304
18,2013-01-19,21,5,13,11,4,8,8,0,729,1747," ",1,1,29.67,30.22,12.5936,17,14.2604
19,2013-01-19,6,-7,-1,12,-3,1,33,0,718,1647,"SN",76,284,29.02,29.79,26.2984,25,28.5208
20,2013-01-19,18,4,11,NA,4,7,12,0,587,1818," ",1,1,29.47,30.21,9.8156,18,11.6676
1,2013-01-20,12,-2,5,NA,-6,1,23,0,594,1822," ",NA,1,29.54,29.72,23.15,25,26.854
2,2013-01-20,8,-5,1,13,-7,-1,29,0,711,1646," ",1,1,28.61,29.73,33.8916,25,39.2624
3,2013-01-20,17,-2,7,10,-2,3,19,0,732,1737," ",1,1,29.49,30.21,8.8896,2,13.5196
4,2013-01-20,23,5,14,7,6,10,6,0,727,1757,"BR",1,1,29.45,30.18,2.5928,17,4.0744
5,2013-01-20,NA,NA,NA,NA,NA,NA,NA,NA,708,1643," ",NA,NA,NA,NA,NA,NA,NA
6,2013-01-20,22,0,11,3,5,7,13,0,727,1757,"BCFG BR",1,1,29.62,30.18,6.1116,20,6.482
7,2013-01-20,17,-2,7,NA,-3,3,19,0,592,1821," ",1,1,28.8,30.19,7.7784,2,14.6308
8,2013-01-20,22,6,14,NA,9,11,9,2,591,1820,"FG+ BR",NA,1,29.82,NA,4.0744,18,4.63
9,2013-01-20,-13,-19,-16,NA,-21,-17,60,0,591,1820,"HZ",NA,284,29.55,30.35,22.7796,29,23.7056
10,2013-01-20,22,12,17,NA,8,12,1,0,723,1753," ",NA,1,30.13,30.15,9.0748,36,11.8528
11,2013-01-20,22,8,15,7,9,12,5,0,723,1752,"BR",1,1,30.12,30.15,5.1856,34,6.2968
12,2013-01-20,22,10,16,NA,9,12,3,0,590,1820," ",1,1,30.11,30.15,4.63,36,6.482
13,2013-01-20,8,-7,0,NA,-13,-4,31,0,590,1819," ",NA,1,24.35,30.23,3.5188,12,10.186
14,2013-01-20,18,2,10,14,-2,4,14,0,737,1746," ",1,1,28.79,30.17,10.3712,3,16.8532
15,2013-01-20,8,-5,1,16,-8,-2,30,0,712,1642," ",1,1,29.31,29.69,16.668,25,22.5944
16,2013-01-20,12,-2,5,NA,-6,1,23,0,589,1819," ",NA,1,29.58,29.69,24.2612,25,28.5208
17,2013-01-20,17,-2,7,NA,-2,3,18,0,588,1819," ",1,1,29.55,30.23,10.0008,3,13.1492
18,2013-01-20,22,6,14,12,4,8,7,0,729,1748," ",1,1,29.62,30.14,6.482,14,7.2228
19,2013-01-20,-7,-14,-11,-6,-18,-12,51,0,717,1648," ",76,284,29.45,30.22,24.6316,30,25.002
20,2013-01-20,21,2,11,NA,3,7,12,0,587,1818,"BR",1,1,29.41,30.14,5.7412,15,7.2228
1,2013-01-21,-2,-7,-5,NA,-14,-7,40,0,594,1822,"SN BR",NA,2,29.82,29.98,10.186,25,13.89
2,2013-01-21,-5,-9,-7,-2,-13,-9,44,0,710,1647,"SN BR",9,7,28.82,29.95,12.038,27,12.964
3,2013-01-21,5,-5,0,-4,-10,-3,33,0,732,1738," ",1,1,29.62,30.36,15.3716,2,16.1124
4,2013-01-21,23,8,15,9,7,10,4,0,727,1758," ",1,1,29.49,30.19,0.3704,3,4.0744
5,2013-01-21,NA,NA,NA,NA,NA,NA,NA,NA,707,1645," ",NA,NA,NA,NA,NA,NA,NA
6,2013-01-21,22,2,12,6,6,9,10,0,726,1758,"BCFG BR",1,1,29.65,30.19,3.5188,4,6.2968
7,2013-01-21,6,-7,-1,NA,-12,-4,32,0,592,1821," ",1,1,28.92,30.34,15.1864,2,16.668
8,2013-01-21,22,7,14,NA,9,11,9,3,591,1820,"FG+ FG BR",NA,1,29.82,NA,0.926,31,2.0372
9,2013-01-21,-19,-23,-21,NA,-27,-21,70,0,591,1820," ",NA,284,29.54,30.37,25.7428,30,26.4836
10,2013-01-21,20,11,15,NA,6,10,4,0,722,1754," ",NA,1,30.06,30.08,7.5932,32,8.7044
11,2013-01-21,20,7,13,4,7,9,8,0,723,1753," ",1,1,30.05,30.09,5.1856,30,6.482
12,2013-01-21,21,8,14,NA,7,10,5,0,590,1820," ",1,1,30.04,30.09,6.6672,33,6.8524
13,2013-01-21,12,-9,1,NA,-14,-3,29,0,590,1819," ",NA,1,24.29,30.18,5.7412,28,15.5568
14,2013-01-21,6,-5,0,-3,-10,-3,31,0,737,1747," ",1,1,28.9,30.33,17.0384,3,18.8904
15,2013-01-21,-4,-10,-7,0,-15,-9,45,0,711,1643,"SN BR",4,2,29.57,29.96,9.26,27,10.186
16,2013-01-21,-2,-8,-5,NA,-14,-7,40,0,589,1819,"SN BR",NA,2,29.85,29.96,11.112,27,14.4456
17,2013-01-21,5,-5,0,NA,-10,-4,32,0,588,1819," ",1,1,29.67,30.38,12.7788,3,13.1492
18,2013-01-21,15,6,10,6,-1,5,13,0,728,1749," ",1,1,29.72,30.23,9.8156,36,11.112
19,2013-01-21,-12,-19,-16,-15,-22,-17,60,0,716,1650,"SN",2,284,29.41,30.19,25.1872,30,25.928
20,2013-01-21,14,2,8,NA,0,5,17,0,587,1818," ",1,1,29.5,30.22,11.6676,34,12.7788
1,2013-01-22,-4,-11,-8,NA,-14,-9,46,0,594,1822,"SN BR",NA,284,29.7,29.89,15.0012,29,15.742
2,2013-01-22,-7,-15,-11,-10,-17,-12,52,0,710,1649,"SN BR",2,2,28.71,29.89,21.1128,29,22.4092
3,2013-01-22,11,-8,1,-1,-6,-2,30,0,731,1739," ",1,1,29.52,30.27,5.3708,16,10.0008
4,2013-01-22,22,5,13,5,6,10,8,0,727,1759," ",1,1,29.55,30.25,2.778,17,5.1856
5,2013-01-22,NA,NA,NA,NA,NA,NA,NA,NA,707,1646," ",NA,NA,NA,NA,NA,NA,NA
6,2013-01-22,22,2,12,6,6,9,10,0,726,1759," ",1,1,29.72,30.24,6.1116,19,10.186
7,2013-01-22,14,-5,4,NA,-7,0,24,0,592,1821," ",1,1,28.82,30.23,12.7788,19,14.4456
8,2013-01-22,22,6,14,NA,10,12,8,2,591,1820," ",NA,1,29.88,NA,4.8152,16,4.8152
9,2013-01-22,-15,-24,-20,NA,-25,-20,68,0,591,1820," ",NA,1,29.57,30.4,8.334,29,11.112
10,2013-01-22,17,8,12,NA,-3,6,10,0,722,1755," ",NA,1,30.17,30.22,19.6312,34,20.5572
11,2013-01-22,17,2,9,-3,0,5,15,0,723,1754," ",1,1,30.16,30.23,10.9268,33,11.4824
12,2013-01-22,17,6,11,NA,-1,6,11,0,590,1820," ",1,1,30.16,30.22,12.7788,33,13.3344
13,2013-01-22,17,-4,6,NA,-22,-2,21,0,590,1819," ",NA,1,24.29,30.08,6.2968,25,15.5568
14,2013-01-22,15,-7,4,3,-5,1,25,0,736,1748," ",1,1,28.81,30.23,10.9268,18,13.5196
15,2013-01-22,-6,-17,-12,-7,-15,-10,52,0,711,1645,"SN BR",5,2,29.46,29.88,13.3344,30,15.1864
16,2013-01-22,-4,-12,-8,NA,-15,-9,46,0,588,1819," ",NA,1,29.72,29.86,17.594,29,17.9644
17,2013-01-22,12,-7,2,NA,-7,-2,27,0,588,1819," ",1,1,29.57,30.29,2.5928,15,6.6672
18,2013-01-22,18,3,10,7,2,7,12,0,728,1750," ",1,1,29.71,30.24,7.7784,14,9.4452
19,2013-01-22,-14,-21,-18,-18,-24,-18,63,0,716,1651," ",76,284,29.55,30.35,21.6684,29,22.4092
20,2013-01-22,18,1,9,NA,3,6,14,0,587,1818," ",1,1,29.51,30.23,5.7412,15,8.1488
1,2013-01-23,-9,-15,-12,NA,-24,-14,54,0,594,1822," ",NA,1,29.93,30.11,17.0384,29,18.3348
2,2013-01-23,-12,-18,-15,-17,-23,-17,59,0,709,1650," ",1,1,28.92,30.09,21.6684,27,22.4092
3,2013-01-23,16,-3,6,8,0,3,20,0,731,1740," ",1,1,29.47,30.21,3.3336,12,7.408
4,2013-01-23,24,11,17,12,11,13,1,0,726,1760,"FG BR",1,1,29.55,30.25,3.8892,18,6.482
5,2013-01-23,NA,NA,NA,NA,NA,NA,NA,NA,706,1647," ",NA,NA,NA,NA,NA,NA,NA
6,2013-01-23,23,4,13,9,11,12,7,0,726,1760,"FG+ BR",1,1,29.72,30.25,9.4452,20,9.6304
7,2013-01-23,20,-3,8,NA,2,5,17,0,592,1821,"BR HZ",1,1,28.77,30.18,4.2596,21,7.7784
8,2013-01-23,23,10,16,NA,13,14,6,4,591,1820,"DZ FG+ BR",NA,1,29.91,NA,5.3708,19,5.7412
9,2013-01-23,-8,-20,-14,NA,-20,-15,58,0,591,1820,"SN BR HZ",NA,284,29.57,30.35,16.4828,32,19.446
10,2013-01-23,18,5,11,NA,-3,5,11,0,722,1756," ",NA,1,30.3,30.33,8.5192,33,11.8528
11,2013-01-23,17,0,8,-5,0,4,17,0,722,1755," ",1,1,30.29,30.33,3.5188,31,5.7412
12,2013-01-23,17,3,10,NA,-1,5,14,0,590,1820," ",1,1,30.29,30.33,5.3708,33,6.6672
13,2013-01-23,15,-3,6,NA,-18,-2,21,0,589,1819," ",NA,1,24.32,30.13,9.6304,18,12.038
14,2013-01-23,21,-3,9,12,3,6,16,0,736,1749,"BR HZ",1,1,28.77,30.17,4.0744,15,8.5192
15,2013-01-23,-13,-21,-17,-18,-24,-18,63,0,710,1646," ",76,284,29.68,30.1,15.0012,32,16.2976
16,2013-01-23,-9,-15,-12,NA,-24,-14,54,0,588,1819," ",NA,1,29.96,30.08,17.9644,29,18.8904
17,2013-01-23,17,-4,6,NA,0,3,21,0,588,1819," ",1,1,29.52,30.23,1.852,10,6.1116
18,2013-01-23,23,11,17,18,10,12,1,0,727,1751," ",1,1,29.67,30.19,15.5568,20,16.1124
19,2013-01-23,-8,-16,-12,-9,-17,-13,53,0,715,1652,"SN BLSN",17,2,29.46,30.24,14.4456,28,18.8904
20,2013-01-23,22,11,16,NA,10,13,2,0,587,1818," ",1,1,29.47,30.19,14.2604,20,15.5568
1,2013-01-24,-8,-17,-13,NA,-25,-14,54,0,593,1822," ",NA,1,29.95,30.13,22.224,30,22.7796
2,2013-01-24,-10,-19,-15,-16,-24,-16,58,0,708,1651," ",1,1,28.94,30.12,27.9652,29,28.5208
3,2013-01-24,7,1,4,3,-6,0,25,0,730,1741," ",1,1,29.47,30.22,14.6308,1,16.8532
4,2013-01-24,27,14,20,18,14,16,0,5,726,1801," ",1,1,29.46,30.17,5.7412,19,8.334
5,2013-01-24,NA,NA,NA,NA,NA,NA,NA,NA,705,1648," ",NA,NA,NA,NA,NA,NA,NA
6,2013-01-24,25,7,16,13,13,15,3,0,725,1801,"BCFG BR",1,1,29.63,30.17,17.2236,20,17.594
7,2013-01-24,7,-2,2,NA,-4,0,27,0,591,1821,"HZ",1,1,28.79,30.19,18.8904,2,20.1868
8,2013-01-24,27,15,21,NA,16,17,2,8,591,1820,"BR",NA,1,29.83,NA,9.0748,21,9.4452
9,2013-01-24,-11,-22,-17,NA,-23,-18,61,0,591,1820,"SN",NA,284,29.68,30.55,9.26,12,13.7048
10,2013-01-24,22,7,14,NA,7,11,6,0,721,1756," ",NA,1,30.24,30.25,12.4084,28,15.0012
11,2013-01-24,22,5,13,4,7,10,8,0,722,1756," ",1,1,30.22,30.25,12.5936,28,15.5568
12,2013-01-24,23,5,14,NA,6,10,7,0,590,1820," ",1,1,30.21,30.26,9.8156,29,11.8528
13,2013-01-24,17,-1,8,NA,-12,1,17,0,589,1820," ",NA,1,24.24,30.02,1.4816,20,9.8156
14,2013-01-24,10,-1,4,4,-3,1,24,0,735,1750," ",1,1,28.77,30.17,19.446,3,20.5572
15,2013-01-24,-10,-21,-16,-15,-25,-17,60,0,709,1647," ",1,1,29.71,30.12,26.4836,31,26.854
16,2013-01-24,-8,-17,-13,NA,-25,-14,54,0,588,1819," ",NA,1,29.96,30.09,25.928,30,26.6688
17,2013-01-24,8,2,5,NA,-7,0,23,0,588,1819," ",1,1,29.52,30.23,14.2604,2,15.0012
18,2013-01-24,26,11,18,20,11,14,0,1,727,1752,"BR HZ",1,1,29.57,30.1,7.7784,15,11.8528
19,2013-01-24,-7,-17,-12,-9,-18,-13,53,0,714,1654," ",1,1,29.75,30.54,9.26,32,13.5196
20,2013-01-24,26,10,18,NA,12,14,0,0,587,1818,"BR",1,1,29.37,30.1,8.8896,17,11.2972
1,2013-01-25,-5,-14,-10,NA,-23,-12,49,0,593,1822,"SN",NA,284,30.04,30.21,16.4828,29,17.0384
2,2013-01-25,-8,-16,-12,-12,-22,-14,54,0,707,1652,"SN BR",6,4,29.05,30.19,18.3348,28,18.7052
3,2013-01-25,10,0,5,4,-4,1,24,0,729,1742," ",1,1,29.49,30.21,8.8896,35,10.5564
4,2013-01-25,27,12,19,16,13,16,0,3,725,1801," ",1,1,29.4,30.09,4.8152,20,11.8528
5,2013-01-25,NA,NA,NA,NA,NA,NA,NA,NA,704,1650," ",NA,NA,NA,NA,NA,NA,NA
6,2013-01-25,26,12,19,17,13,16,0,2,725,1801," ",1,1,29.57,30.09,14.816,19,22.7796
7,2013-01-25,9,-4,2,NA,-4,0,27,0,591,1821,"BR HZ",1,1,28.82,30.22,13.1492,1,14.0752
8,2013-01-25,26,17,21,NA,16,18,2,9,591,1820," ",NA,1,29.75,NA,12.4084,19,13.3344
9,2013-01-25,-7,-15,-11,NA,-17,-12,52,0,591,1820,"SN BR",NA,284,29.35,30.16,18.1496,29,24.6316
10,2013-01-25,22,12,17,NA,10,12,1,0,721,1757," ",NA,1,30.23,30.25,4.4448,33,14.6308
11,2013-01-25,23,9,16,9,9,11,3,0,721,1757," ",1,1,30.22,30.26,1.2964,30,11.8528
12,2013-01-25,23,12,17,NA,10,12,1,0,590,1820," ",1,1,30.22,30.25,1.6668,3,11.112
13,2013-01-25,12,-2,5,NA,-5,1,23,0,589,1820," ",NA,1,24.29,30.09,12.7788,16,13.5196
14,2013-01-25,10,-3,3,2,-3,1,26,0,735,1751,"BR HZ",1,1,28.79,30.2,13.1492,1,14.6308
15,2013-01-25,-8,-17,-13,-9,-22,-14,54,0,708,1649,"SN BR",76,2,29.81,30.2,17.9644,30,18.8904
16,2013-01-25,-5,-14,-10,NA,-23,-12,49,0,588,1819,"SN",NA,284,30.06,30.17,15.0012,29,15.3716
17,2013-01-25,11,-2,4,NA,-4,1,24,0,588,1819," ",1,1,29.54,30.23,3.8892,2,5.3708
18,2013-01-25,14,8,11,6,6,8,12,0,726,1753,"FG+ BR HZ",1,1,29.62,30.13,10.9268,35,12.5936
19,2013-01-25,-4,-9,-7,0,-12,-8,44,0,713,1655,"SN BR",11,6,29.32,30.12,13.1492,24,18.8904
20,2013-01-25,13,9,11,NA,6,8,12,0,587,1818,"BR HZ",1,1,29.42,30.12,11.4824,34,14.0752
1,2013-01-26,-5,-12,-9,NA,-18,-10,47,0,593,1822," ",NA,284,29.91,30.1,16.4828,31,17.0384
2,2013-01-26,-7,-14,-11,-9,-18,-13,51,0,707,1654," ",76,284,28.9,30.08,21.4832,31,21.8536
3,2013-01-26,12,-2,5,6,-2,3,22,0,729,1744,"RA HZ",1,284,29.44,30.18,12.7788,15,15.1864
4,2013-01-26,19,10,14,7,11,12,6,0,725,1801,"BR HZ",1,1,29.42,30.13,2.2224,3,3.8892
5,2013-01-26,NA,NA,NA,NA,NA,NA,NA,NA,703,1651," ",NA,NA,NA,NA,NA,NA,NA
6,2013-01-26,21,8,14,9,11,12,6,0,724,1801,"DZ BR HZ",1,284,29.59,30.12,10.186,2,10.5564
7,2013-01-26,9,-3,3,NA,1,2,27,0,591,1821,"RA BR HZ",1,284,28.74,30.16,14.6308,15,15.742
8,2013-01-26,26,12,19,NA,13,15,4,6,591,1821,"DZ BR HZ",NA,1,29.76,NA,1.852,15,5.7412
9,2013-01-26,-5,-17,-11,NA,-17,-12,52,0,591,1820," ",NA,1,29.47,30.3,10.186,13,12.4084
10,2013-01-26,23,11,17,NA,12,14,2,0,720,1758,"BR",NA,284,30.17,30.2,9.6304,25,10.9268
11,2013-01-26,24,10,17,10,12,14,2,0,721,1758,"BR",1,1,30.16,30.2,9.0748,27,12.4084
12,2013-01-26,25,11,18,NA,12,15,0,0,590,1820," ",1,1,30.15,30.2,8.334,25,9.6304
13,2013-01-26,12,-3,4,NA,-3,1,23,0,589,1820,"RA",NA,284,24.11,29.91,1.852,14,7.408
14,2013-01-26,8,-3,2,1,2,3,27,0,734,1752,"DZ FG+ BR HZ",1,284,28.74,30.15,15.3716,14,17.0384
15,2013-01-26,-7,-17,-12,-9,-18,-13,54,0,707,1650,"SN",2,2,29.68,30.1,18.1496,31,18.52
16,2013-01-26,-4,-12,-8,NA,-18,-10,47,0,588,1819," ",NA,284,29.93,30.06,20.372,31,20.9276
17,2013-01-26,12,-3,4,NA,-2,2,24,0,588,1819," ",1,284,29.49,30.2,9.4452,15,11.112
18,2013-01-26,11,7,9,3,7,8,15,0,726,1754,"DZ FG+ BR HZ",1,2,29.62,30.15,7.0376,9,10.0008
19,2013-01-26,-3,-12,-8,-2,-14,-9,46,0,712,1656," ",1,1,29.57,30.36,4.63,28,12.5936
20,2013-01-26,11,7,9,NA,7,8,16,0,587,1818,"FG+ FG BR",1,1,29.42,30.14,6.482,8,10.0008
1,2013-01-27,-2,-10,-6,NA,-19,-9,43,0,593,1822," ",NA,1,30.18,30.38,18.3348,30,18.52
2,2013-01-27,-3,-14,-9,-5,-18,-11,47,0,706,1655," ",1,1,29.18,30.37,18.3348,29,19.2608
3,2013-01-27,16,7,11,17,9,10,11,0,728,1745,"RA BR",1,2,29.2,29.95,29.4468,17,29.8172
4,2013-01-27,27,14,20,18,16,17,0,5,725,1802,"RA BR",1,284,29.33,30.03,11.4824,17,14.4456
5,2013-01-27,NA,NA,NA,NA,NA,NA,NA,NA,703,1652," ",NA,NA,NA,NA,NA,NA,NA
6,2013-01-27,26,7,16,13,16,17,2,0,724,1802,"BR",1,284,29.49,30.02,22.0388,17,22.224
7,2013-01-27,20,6,13,NA,9,11,9,0,591,1821,"FG+ FG BR",NA,284,28.51,29.9,33.336,17,34.0768
8,2013-01-27,26,15,20,NA,17,18,2,7,591,1821,"RA DZ FG+ BR",NA,1,29.7,NA,15.0012,17,14.4456
9,2013-01-27,0,-5,-3,NA,-6,-3,36,0,591,1820,"RA FZRA SN BR",NA,33,29.15,29.98,14.2604,13,14.4456
10,2013-01-27,20,15,17,NA,12,14,1,0,720,1759,"RA",NA,284,30.27,30.32,19.446,3,20.1868
11,2013-01-27,20,11,15,7,11,13,5,0,721,1759,"BR",1,284,30.28,30.33,17.9644,4,18.8904
12,2013-01-27,20,15,17,NA,12,14,0,0,590,1820,"RA",1,2,30.27,30.33,16.1124,4,16.4828
13,2013-01-27,14,-4,5,NA,-3,2,23,0,589,1820,"BR",NA,1,23.97,29.72,5.9264,17,9.0748
14,2013-01-27,21,6,13,19,10,11,8,0,733,1753,"DZ FG+ BR",1,284,28.51,29.91,29.2616,17,29.632
15,2013-01-27,-4,-14,-9,-3,-20,-12,48,0,707,1651," ",1,1,29.94,30.37,17.2236,31,17.594
16,2013-01-27,-1,-12,-7,NA,-19,-9,43,0,588,1819," ",NA,1,30.19,30.34,20.1868,31,20.5572
17,2013-01-27,16,8,12,NA,9,10,10,0,588,1819,"RA BR",1,284,29.26,29.98,19.0756,17,19.2608
18,2013-01-27,24,10,17,16,13,15,2,0,725,1755,"FG+ BR",1,1,29.48,30.01,20.9276,17,22.7796
19,2013-01-27,1,-5,-2,8,-5,-3,36,0,711,1657,"FZRA PL BR HZ",9,14,29.36,30.19,19.0756,16,20.372
20,2013-01-27,24,9,16,NA,13,15,2,0,587,1818,"FG+ FG BR HZ",1,1,29.28,30.01,15.5568,17,17.0384
1,2013-01-28,0,-8,-4,NA,-14,-7,40,0,593,1822,"SN BR UP",NA,15,30.14,30.28,1.1112,31,3.3336
2,2013-01-28,-4,-9,-7,-2,-12,-8,44,0,705,1656,"FZRA SN FG+ FZFG BR UP",22,16,29.13,30.24,3.704,24,11.112
3,2013-01-28,23,14,18,30,15,17,0,2,727,1746," ",1,1,29.09,29.82,32.0396,18,32.5952
4,2013-01-28,25,20,22,21,17,19,0,8,724,1803," ",1,284,29.25,29.95,13.5196,17,15.742
5,2013-01-28,NA,NA,NA,NA,NA,NA,NA,NA,702,1653," ",NA,NA,NA,NA,NA,NA,NA
6,2013-01-28,25,20,22,24,17,19,0,9,723,1803,"DZ",1,284,29.41,29.95,27.2244,17,27.5948
7,2013-01-28,23,15,19,NA,13,16,0,3,591,1821,"HZ",1,284,28.43,29.79,36.4844,18,37.2252
8,2013-01-28,26,22,24,NA,18,20,0,12,591,1821,"RA DZ",NA,1,29.64,NA,22.5944,17,22.7796
9,2013-01-28,1,-2,-1,NA,-2,-1,33,0,591,1820,"BR UP",NA,284,29.04,29.86,9.4452,13,10.0008
10,2013-01-28,24,13,18,NA,15,16,0,2,720,1760," ",NA,284,30.29,30.31,7.9636,10,10.9268
11,2013-01-28,25,10,17,10,13,15,1,0,720,1759,"BR",1,1,30.29,30.32,7.408,10,8.7044
12,2013-01-28,24,12,18,NA,14,16,0,0,590,1820,"FG BR",1,284,30.29,30.32,6.8524,11,8.334
13,2013-01-28,13,-5,4,NA,-5,0,25,0,589,1820,"SN BR",NA,6,23.9,29.63,1.852,14,15.9272
14,2013-01-28,23,15,19,29,14,16,0,2,733,1754," ",1,1,28.43,29.81,32.5952,18,33.1508
15,2013-01-28,-5,-15,-10,-5,-13,-10,50,0,706,1652,"SN FG+ FZFG BR",43,29,29.91,30.27,0.926,5,1.2964
16,2013-01-28,-1,-9,-5,NA,-13,-7,41,0,588,1819,"SN BR UP",NA,16,30.18,30.25,1.2964,30,5.0004
17,2013-01-28,24,12,18,NA,15,17,0,1,588,1819," ",1,1,29.16,29.87,23.7056,19,24.8168
18,2013-01-28,26,20,23,27,16,18,0,9,725,1756," ",1,1,29.39,29.92,28.3356,17,28.5208
19,2013-01-28,6,-1,2,17,0,1,27,0,711,1659,"DZ BR",1,7,29.13,29.92,2.9632,22,9.6304
20,2013-01-28,25,19,22,NA,16,18,0,8,587,1818," ",1,1,29.19,29.91,21.8536,17,22.0388
1,2013-01-29,2,-4,-1,NA,-4,-2,34,0,593,1822,"RA SN BR",NA,3,29.97,30.16,3.5188,36,3.5188
2,2013-01-29,0,-5,-3,4,-4,-3,37,0,704,1658,"FZRA FG+ FG FZFG BR UP",1,14,28.97,30.12,4.4448,10,8.5192
3,2013-01-29,21,5,13,19,11,12,8,0,727,1747,"TSRA RA BR",1,92,28.84,29.58,8.1488,20,26.2984
4,2013-01-29,28,13,20,19,12,16,0,6,724,1804,"RA",1,2,29.03,29.7,7.0376,20,17.4088
5,2013-01-29,NA,NA,NA,NA,NA,NA,NA,NA,701,1655," ",NA,NA,NA,NA,NA,NA,NA
6,2013-01-29,29,14,21,22,12,16,0,7,723,1804,"DZ",1,3,29.18,29.7,17.2236,19,28.8912
7,2013-01-29,20,3,11,NA,8,10,11,0,591,1821,"TSRA RA BR HZ VCTS",1,70,28.22,29.58,3.1484,24,21.4832
8,2013-01-29,27,16,21,NA,17,19,0,8,591,1821,"TSRA RA DZ",NA,4,29.38,NA,16.1124,18,23.8908
9,2013-01-29,2,-2,0,NA,-3,-1,32,0,591,1820,"BR",NA,2,28.9,29.66,17.4088,33,18.7052
10,2013-01-29,25,15,20,NA,17,18,0,4,719,1801,"BR",NA,284,30.17,30.18,10.186,14,11.6676
11,2013-01-29,26,12,19,13,16,17,0,2,720,1800,"BR",1,1,30.16,30.18,9.8156,14,10.7416
12,2013-01-29,26,13,19,NA,16,17,0,3,590,1820,"BCFG BR",1,1,30.16,30.19,10.5564,15,11.4824
13,2013-01-29,-3,-9,-6,NA,-10,-7,42,0,589,1820,"SN BR",NA,5,23.98,29.84,12.4084,2,15.0012
14,2013-01-29,20,4,12,16,10,11,11,0,732,1755,"RA BR HZ",1,74,28.22,29.58,5.556,24,24.6316
15,2013-01-29,0,-13,-7,1,-6,-5,44,0,705,1654,"SN BR UP",6,7,29.74,30.15,0.5556,31,1.852
16,2013-01-29,1,-4,-2,NA,-4,-2,34,0,588,1819,"RA SN BR",NA,6,29.99,30.12,5.3708,35,5.7412
17,2013-01-29,22,5,13,NA,11,12,7,0,588,1819,"TSRA RA BR",1,86,28.92,29.62,10.9268,19,19.2608
18,2013-01-29,26,13,19,22,13,16,0,4,724,1757,"TS RA BR",1,34,29.13,29.65,21.1128,19,28.1504
19,2013-01-29,15,2,8,28,7,8,16,0,710,1700,"RA BR",1,165,28.79,29.58,2.0372,20,12.7788
